Comment,Lemmatized_Comment,Overall_CB_Status,Sexual_Type1,Sexual_Type2,Physical_Appearance,Race,Intellectual,General_Hate
taffy taffy way better feller,taffy taffy way better feller,0,0,0,0,0,0,0
south airheads northheads,south airhead northheads,0,0,0,0,0,0,0
bacon,bacon,0,0,0,0,0,0,0
gay bacon,gay bacon,0,0,0,0,0,0,0
laughing man respect beliefs pick lot sure knows the think smart guy agree stuff post,laughing man respect belief pick lot sure know the think smart guy agree stuff post,0,0,0,0,0,0,0
dave mad respect bruja,dave mad respect bruja,0,0,0,0,0,0,0
brotha,brotha,0,0,0,0,0,0,0
stumbled across account disgusted preach religions disrespect yet want religion respected typical christian behavior,stumbled across account disgusted preach religion disrespect yet want religion respected typical christian behavior,0,0,0,0,0,0,0
little girl preach religions obviously look page one post besides one someone religion respect everyone belief thanx opinion needed,little girl preach religion obviously look page one post besides one someone religion respect everyone belief thanx opinion needed,0,0,0,0,0,0,0
taking action still act speaking says volumes faith nothing still belief something,taking action still act speaking say volume faith nothing still belief something,0,0,0,0,0,0,0
faith nothin still belief something makes since,faith nothin still belief something make since,0,0,0,0,0,0,0
sense,sense,0,0,0,0,0,0,0
whole point post,whole point post,0,0,0,0,0,0,0
obviously christians,obviously christian,0,0,0,0,0,0,0
really point show discrediting atheism someone believe universe created real question nothing explode something make every thing reason,really point show discrediting atheism someone believe universe created real question nothing explode something make every thing reason,0,0,0,0,0,0,0
agreed reiterating rhe fact atheism belief system albeit obviously flawed one,agreed reiterating rhe fact atheism belief system albeit obviously flawed one,0,0,0,0,0,0,0
oh ok laughing loud,oh ok laughing loud,0,0,0,0,0,0,0
atheism defined lack belief gods deities,atheism defined lack belief god deity,0,0,0,0,0,0,0
really mean really come flawed one fuck us know measly humans arrogant think know happens die god wants god even exists book ridiculous honest answer question god exists know stop making look like idiot,really mean really come flawed one fuck u know measly human arrogant think know happens die god want god even exists book ridiculous honest answer question god exists know stop making look like idiot,1,0,0,0,0,1,0
gotta tell already know tellin began civilized everything beginning anything uh ok sure believe somewhat real question know god exist book saves us jesus christ book word believe daily pray daily study daily going fully understand creation let ignorance blind eyes brother happen end perfect planet exactly perfect distance sun sustain life suh bash something gave time day understand life pesky space science jesus christ loves forgive,gotta tell already know tellin began civilized everything beginning anything uh ok sure believe somewhat real question know god exist book save u jesus christ book word believe daily pray daily study daily going fully understand creation let ignorance blind eye brother happen end perfect planet exactly perfect distance sun sustain life suh bash something gave time day understand life pesky space science jesus christ love forgive,0,0,0,0,0,0,0
believers task unbelievers goyim Discarding gentiles rather lost sheep believers Discarding israel eyes see ears hear personally view atheists gentiles Discarding unbelievers Discarding infidels blind deaf commands atheists every right use freefall anyway see fit know sure every knee bow every tongue shall confess pray mean time shalom,believer task unbeliever goy Discarding gentile rather lost sheep believer Discarding israel eye see ear hear personally view atheist gentile Discarding unbeliever Discarding infidel blind deaf command atheist every right use freefall anyway see fit know sure every knee bow every tongue shall confess pray mean time shalom,0,0,0,0,0,0,0
nicely said,nicely said,0,0,0,0,0,0,0
mean,mean,0,0,0,0,0,0,0
awesome video love camera effects whole plot video great job guys,awesome video love camera effect whole plot video great job guy,0,0,0,0,0,0,0
really love side effects episodes watched,really love side effect episode watched,0,0,0,0,0,0,0
sweat little pill,sweat little pill,0,0,0,0,0,0,0
bad day,bad day,0,0,0,0,0,0,0
definitely bad day gets every time listen,definitely bad day get every time listen,0,0,0,0,0,0,0
mean,mean,0,0,0,0,0,0,0
two sweet little pill bad day,two sweet little pill bad day,0,0,0,0,0,0,0
sweet little pill bad day,sweet little pill bad day,0,0,0,0,0,0,0
yeah bad day,yeah bad day,0,0,0,0,0,0,0
mean,mean,0,0,0,0,0,0,0
bad day,bad day,0,0,0,0,0,0,0
definitely bad day powerful great meaning,definitely bad day powerful great meaning,0,0,0,0,0,0,0
sweet little pill bad day,sweet little pill bad day,0,0,0,0,0,0,0
titan,titan,0,0,0,0,0,0,0
titanium,titanium,0,0,0,0,0,0,0
katy perry one,katy perry one,0,0,0,0,0,0,0
sweet little pill love watching,sweet little pill love watching,0,0,0,0,0,0,0
mean,mean,0,0,0,0,0,0,0
bad day,bad day,0,0,0,0,0,0,0
love,love,0,0,0,0,0,0,0
bad day sweet little pill,bad day sweet little pill,0,0,0,0,0,0,0
bad day loved soo much cannot stop watching it,bad day loved soo much cannot stop watching it,0,0,0,0,0,0,0
course bad day brought itunes today love much best song show,course bad day brought itunes today love much best song show,0,0,0,0,0,0,0
amazing,amazing,0,0,0,0,0,0,0
hot cold bad day,hot cold bad day,0,0,0,0,0,0,0
mean bad day,mean bad day,0,0,0,0,0,0,0
sweet little pill,sweet little pill,0,0,0,0,0,0,0
sweet little pill bad day,sweet little pill bad day,0,0,0,0,0,0,0
sweet little pill bad day stuck head cannot get,sweet little pill bad day stuck head cannot get,0,0,0,0,0,0,0
sweet little pill stuck head friggin week,sweet little pill stuck head friggin week,0,0,0,0,0,0,0
hi cut sweet little pill,hi cut sweet little pill,0,0,0,0,0,0,0
sweet little pill,sweet little pill,0,0,0,0,0,0,0
hot,hot,0,0,0,0,0,0,0
watching the time joke amazing sweet little pill theink called,watching the time joke amazing sweet little pill theink called,0,0,0,0,0,0,0
bad day,bad day,0,0,0,0,0,0,0
sweet little pill definitely,sweet little pill definitely,0,0,0,0,0,0,0
titanium hot cold,titanium hot cold,0,0,0,0,0,0,0
hot cold mean song lexi sang solo,hot cold mean song lexi sang solo,0,0,0,0,0,0,0
baddy,baddy,0,0,0,0,0,0,0
bad day sweet little pill try lexi blonde guy Nodding think zack Insane cute Nodding,bad day sweet little pill try lexi blonde guy Nodding think zack Insane cute Nodding,0,0,0,0,0,0,0
bad day obviously,bad day obviously,0,0,0,0,0,0,0
bad day,bad day,0,0,0,0,0,0,0
bad day sweet little pill,bad day sweet little pill,0,0,0,0,0,0,0
sweet little pill bad day go tonight,sweet little pill bad day go tonight,0,0,0,0,0,0,0
exact,exact,0,0,0,0,0,0,0
basically series literally sanity right thank,basically series literally sanity right thank,0,0,0,0,0,0,0
always going mean,always going mean,0,0,0,0,0,0,0
sweet little pill,sweet little pill,0,0,0,0,0,0,0
sweet little pill,sweet little pill,0,0,0,0,0,0,0
sweet little pill mean,sweet little pill mean,0,0,0,0,0,0,0
bad day,bad day,0,0,0,0,0,0,0
bad day ohmygosh,bad day ohmygosh,0,0,0,0,0,0,0
bad day next episode coming,bad day next episode coming,0,0,0,0,0,0,0
bad day,bad day,0,0,0,0,0,0,0
bad day,bad day,0,0,0,0,0,0,0
sweet little pill,sweet little pill,0,0,0,0,0,0,0
bad day,bad day,0,0,0,0,0,0,0
sweet little pill bad day,sweet little pill bad day,0,0,0,0,0,0,0
next show coming,next show coming,0,0,0,0,0,0,0
bad day,bad day,0,0,0,0,0,0,0
try lexi Pretzel zak,try lexi Pretzel zak,0,0,0,0,0,0,0
mean,mean,0,0,0,0,0,0,0
bad day mon,bad day mon,0,0,0,0,0,0,0
sounds nice title ad,sound nice title ad,0,0,0,0,0,0,0
mean bad day try,mean bad day try,0,0,0,0,0,0,0
mean sweet little pill titanium,mean sweet little pill titanium,0,0,0,0,0,0,0
bad,bad,0,0,0,0,0,0,0
bad day see,bad day see,0,0,0,0,0,0,0
bad day sweet little pill,bad day sweet little pill,0,0,0,0,0,0,0
mean,mean,0,0,0,0,0,0,0
bad day sweet little pill ad good show Smile,bad day sweet little pill ad good show Smile,0,0,0,0,0,0,0
amazing,amazing,0,0,0,0,0,0,0
bad day Happy,bad day Happy,0,0,0,0,0,0,0
mon hot cold,mon hot cold,0,0,0,0,0,0,0
bad day,bad day,0,0,0,0,0,0,0
bad day nest espouse Turtle,bad day nest espouse Turtle,0,0,0,0,0,0,0
try,try,0,0,0,0,0,0,0
bad day sweet little pill Dazed,bad day sweet little pill Dazed,0,0,0,0,0,0,0
bad day sweet little pill mean amazing songs also think show really great also others songs really good,bad day sweet little pill mean amazing song also think show really great also others song really good,0,0,0,0,0,0,0
bad day,bad day,0,0,0,0,0,0,0
think unlived songs think favorite Whatever beWhatevereither mean titanium,think unlived song think favorite Whatever beWhatevereither mean titanium,0,0,0,0,0,0,0
ah titanium ment try,ah titanium ment try,0,0,0,0,0,0,0
try definitely favorite hot cold second,try definitely favorite hot cold second,0,0,0,0,0,0,0
bad day favorite sweet little pill,bad day favorite sweet little pill,0,0,0,0,0,0,0
bad day sweet little pill,bad day sweet little pill,0,0,0,0,0,0,0
laughing ass know,laughing as know,0,0,0,0,0,0,0
naked gun,naked gun,0,0,0,0,0,0,0
naked hunter,naked hunter,0,0,0,0,0,0,0
gun,gun,0,0,0,0,0,0,0
naked gun get shout,naked gun get shout,0,0,0,0,0,0,0
gold star today top class,gold star today top class,0,0,0,0,0,0,0
def naked gun,def naked gun,0,0,0,0,0,0,0
original,original,0,0,0,0,0,0,0
best film time along police academy,best film time along police academy,0,0,0,0,0,0,0
naked gun,naked gun,0,0,0,0,0,0,0
rest peace,rest peace,0,0,0,0,0,0,0
agree,agree,0,0,0,0,0,0,0
golden oldies hulk hogan lately flashback,golden oldie hulk hogan lately flashback,0,0,0,0,0,0,0
oj went railing,oj went railing,0,0,0,0,0,0,0
think went bankrupt il track post,think went bankrupt il track post,0,0,0,0,0,0,0
best,best,0,0,0,0,0,0,0
naked gun,naked gun,0,0,0,0,0,0,0
naked gun,naked gun,0,0,0,0,0,0,0
naked gun,naked gun,0,0,0,0,0,0,0
naked gun,naked gun,0,0,0,0,0,0,0
naked gun smell fear,naked gun smell fear,0,0,0,0,0,0,0
laughing lot pistola desnuda papa,laughing lot pistola desnuda papa,0,0,0,0,0,0,0
naked gun,naked gun,0,0,0,0,0,0,0
naked gun Discarding,naked gun Discarding,0,0,0,0,0,0,0
mean Discarding,mean Discarding,0,0,0,0,0,0,0
naked gun,naked gun,0,0,0,0,0,0,0
lao falls stadium,lao fall stadium,0,0,0,0,0,0,0
oj simpson funny,oj simpson funny,0,0,0,0,0,0,0
naked gun,naked gun,0,0,0,0,0,0,0
hi,hi,0,0,0,0,0,0,0
love much,love much,0,0,0,0,0,0,0
Winking,Winking,0,0,0,0,0,0,0
wizard,wizard,0,0,0,0,0,0,0
dang,dang,0,0,0,0,0,0,0
something giftcard,something giftcard,0,0,0,0,0,0,0
read cray fucking wizard know gift card,read cray fucking wizard know gift card,0,0,0,0,0,0,0
yup fucking,yup fucking,0,0,0,0,0,0,0
read cray fucking wizard know gift card,read cray fucking wizard know gift card,0,0,0,0,0,0,0
read cray fucking wizard know giftcard but,read cray fucking wizard know giftcard but,0,0,0,0,0,0,0
read cray fucking wizard know giftcard,read cray fucking wizard know giftcard,0,0,0,0,0,0,0
good job laughing loud,good job laughing loud,0,0,0,0,0,0,0
read cray fucking wizard,read cray fucking wizard,0,0,0,0,0,0,0
wizard,wizard,0,0,0,0,0,0,0
help read blind color anyhow,help read blind color anyhow,0,0,0,0,0,0,0
fuck,fuck,0,0,0,0,0,0,0
actually spelled right,actually spelled right,0,0,0,0,0,0,0
sure england good cannot read,sure england good cannot read,0,0,0,0,0,0,0
wizard yay,wizard yay,0,0,0,0,0,0,0
ok,ok,0,0,0,0,0,0,0
wizard,wizard,0,0,0,0,0,0,0
plus,plus,0,0,0,0,0,0,0
fight fight fight,fight fight fight,0,0,0,0,0,0,0
fuck actually say blind,fuck actually say blind,0,0,0,0,0,0,0
read cray fucking wizard,read cray fucking wizard,0,0,0,0,0,0,0
blue letters,blue letter,0,0,0,0,0,0,0
anyone know blue letters yes blue letters,anyone know blue letter yes blue letter,0,0,0,0,0,0,0
fuck,fuck,0,0,0,0,0,0,0
ouch,ouch,0,0,0,0,0,0,0
read crazy fucking wizard,read crazy fucking wizard,0,0,0,0,0,0,0
eyes hurt read yellow blue holy captain kicks butthole,eye hurt read yellow blue holy captain kick butthole,0,0,0,0,0,0,0
red read yellow cray fucking wizard blue know giftcard,red read yellow cray fucking wizard blue know giftcard,0,0,0,0,0,0,0
read however get,read however get,0,0,0,0,0,0,0
got know means Unsure,got know mean Unsure,0,0,0,0,0,0,0
says read cray fucking wizard welcome,say read cray fucking wizard welcome,0,0,0,0,0,0,0
giftcards,giftcards,0,0,0,0,0,0,0
read cray fucking wizard know giftcard,read cray fucking wizard know giftcard,0,0,0,0,0,0,0
someone say giftcards,someone say giftcards,0,0,0,0,0,0,0
giftcard,giftcard,0,0,0,0,0,0,0
cray fucking wizard,cray fucking wizard,0,0,0,0,0,0,0
read shit,read shit,0,0,0,0,0,0,0
guy say something captain kirk butthole okay,guy say something captain kirk butthole okay,0,0,0,0,0,0,0
read cray fucking wizard know giftcard,read cray fucking wizard know giftcard,0,0,0,0,0,0,0
cray mean anyone tell,cray mean anyone tell,0,0,0,0,0,0,0
awesome,awesome,0,0,0,0,0,0,0
read cray fucking wizard know giftcard,read cray fucking wizard know giftcard,0,0,0,0,0,0,0
read cray fucking wizard,read cray fucking wizard,0,0,0,0,0,0,0
holy shit,holy shit,0,0,0,0,0,0,0
read cray fucking wizard know giftcard,read cray fucking wizard know giftcard,0,0,0,0,0,0,0
short slang crazy,short slang crazy,0,0,0,0,0,0,0
read know giftcard crazy fucking wizard,read know giftcard crazy fucking wizard,0,0,0,0,0,0,0
read know crazy fucking wizard know witchcraft,read know crazy fucking wizard know witchcraft,0,0,0,0,0,0,0
read know giftcard cray fucking wizard,read know giftcard cray fucking wizard,0,0,0,0,0,0,0
actually like read cray fucking wizard know giftcard,actually like read cray fucking wizard know giftcard,0,0,0,0,0,0,0
read fucking cray wizard know giftcard,read fucking cray wizard know giftcard,0,0,0,0,0,0,0
left,left,0,0,0,0,0,0,0
my,my,0,0,0,0,0,0,0
tried could read,tried could read,0,0,0,0,0,0,0
trippy,trippy,0,0,0,0,0,0,0
wizard,wizard,0,0,0,0,0,0,0
head hurts,head hurt,0,0,0,0,0,0,0
cray fucking wizard,cray fucking wizard,0,0,0,0,0,0,0
read cray fucking wizard know giftcard,read cray fucking wizard know giftcard,0,0,0,0,0,0,0
language much like look mom,language much like look mom,0,0,0,0,0,0,0
yay wizard,yay wizard,0,0,0,0,0,0,0
print,print,0,0,0,0,0,0,0
read cray fucking wizard know giftcard,read cray fucking wizard know giftcard,0,0,0,0,0,0,0
aye wizard,aye wizard,0,0,0,0,0,0,0
read cray fucking wizard know giftcard what,read cray fucking wizard know giftcard what,0,0,0,0,0,0,0
read fucking wizard know giftcard he,read fucking wizard know giftcard he,0,0,0,0,0,0,0
confused wizard,confused wizard,0,0,0,0,0,0,0
him fucking wizard,him fucking wizard,0,0,0,0,0,0,0
say,say,0,0,0,0,0,0,0
fuck,fuck,0,0,0,0,0,0,0
fucking wizard,fucking wizard,0,0,0,0,0,0,0
something gandalf god dammit color blind,something gandalf god dammit color blind,0,0,0,0,0,0,0
guess cray fucking wizard,guess cray fucking wizard,0,0,0,0,0,0,0
giftcard,giftcard,0,0,0,0,0,0,0
cray fucking wizard,cray fucking wizard,0,0,0,0,0,0,0
know giftcard,know giftcard,0,0,0,0,0,0,0
helene read,helene read,0,0,0,0,0,0,0
know giftcard cray fucking wizard got guys,know giftcard cray fucking wizard got guy,0,0,0,0,0,0,0
cray fucking wizard,cray fucking wizard,0,0,0,0,0,0,0
cray fucking wizard ad,cray fucking wizard ad,0,0,0,0,0,0,0
well cray fucking wizard,well cray fucking wizard,0,0,0,0,0,0,0
know giftcard,know giftcard,0,0,0,0,0,0,0
read cray fucking wizard know giftcard,read cray fucking wizard know giftcard,0,0,0,0,0,0,0
cam read thos crazy fucking wizard know giftcard Smile,cam read tho crazy fucking wizard know giftcard Smile,0,0,0,0,0,0,0
love youu,love youu,0,0,0,0,0,0,0
love youu well Kiss,love youu well Kiss,0,0,0,0,0,0,0
your female see hate cause there jealous Winking let get youu beautiful,your female see hate cause there jealous Winking let get youu beautiful,0,0,0,0,0,0,0
love need know fuck everyone else jealous abuse perfect cannot,love need know fuck everyone else jealous abuse perfect cannot,0,0,0,0,0,0,0
by,by,0,0,0,0,0,0,0
fuck know much good person your perfect there jealous your beautiful nothing better even shit anonymous talk poop let know cannot shit stay strong,fuck know much good person your perfect there jealous your beautiful nothing better even shit anonymous talk poop let know cannot shit stay strong,0,0,0,0,0,0,0
love,love,0,0,0,0,0,0,0
ilya,ilya,0,0,0,0,0,0,0
well haters stupid life love,well hater stupid life love,0,0,0,0,0,0,0
let haters motivator,let hater motivator,0,0,0,0,0,0,0
fuck,fuck,0,0,0,0,0,0,0
burden let anyone tell different love,burden let anyone tell different love,0,0,0,0,0,0,0
love much,love much,0,0,0,0,0,0,0
people spew hate another person really hate listen telling insecure weak,people spew hate another person really hate listen telling insecure weak,0,0,0,0,0,0,0
account go feel insecure help cope love heart,account go feel insecure help cope love heart,0,0,0,0,0,0,0
fake,fake,0,0,0,0,0,0,0
soo fake,soo fake,0,0,0,0,0,0,0
real live near mini waterfall rocks around look like faces carved pompous,real live near mini waterfall rock around look like face carved pompous,0,0,0,0,0,0,0
fake,fake,0,0,0,0,0,0,0
real,real,0,0,0,0,0,0,0
real man made,real man made,0,0,0,0,0,0,0
fake,fake,0,0,0,0,0,0,0
dino,dino,0,0,0,0,0,0,0
real,real,0,0,0,0,0,0,0
real,real,0,0,0,0,0,0,0
everyone hate fake looks pretty dam cute,everyone hate fake look pretty dam cute,0,0,0,0,0,0,0
female,female,0,0,0,0,0,0,0
weird real,weird real,0,0,0,0,0,0,0
possible,possible,0,0,0,0,0,0,0
real look shadows,real look shadow,0,0,0,0,0,0,0
actually fake,actually fake,0,0,0,0,0,0,0
fake,fake,0,0,0,0,0,0,0
laughing loud know,laughing loud know,0,0,0,0,0,0,0
fake,fake,0,0,0,0,0,0,0
real photo shopped,real photo shopped,0,0,0,0,0,0,0
agree,agree,0,0,0,0,0,0,0
real erosion weathering,real erosion weathering,0,0,0,0,0,0,0
maybe looks thing like certain angle definitely photoshopped,maybe look thing like certain angle definitely photoshopped,0,0,0,0,0,0,0
agree makes good point,agree make good point,0,0,0,0,0,0,0
fake duh,fake duh,0,0,0,0,0,0,0
may fixed bit,may fixed bit,0,0,0,0,0,0,0
fake,fake,0,0,0,0,0,0,0
female ok,female ok,0,0,0,0,0,0,0
real edited,real edited,0,0,0,0,0,0,0
true,true,0,0,0,0,0,0,0
real maybe,real maybe,0,0,0,0,0,0,0
think real,think real,0,0,0,0,0,0,0
real edited fake though,real edited fake though,0,0,0,0,0,0,0
maybe real,maybe real,0,0,0,0,0,0,0
fake could real,fake could real,0,0,0,0,0,0,0
maybe fake nice,maybe fake nice,0,0,0,0,0,0,0
fake,fake,0,0,0,0,0,0,0
reall,reall,0,0,0,0,0,0,0
sorry guys fake,sorry guy fake,0,0,0,0,0,0,0
know,know,0,0,0,0,0,0,0
watched fellowship ring many times know fake ad,watched fellowship ring many time know fake ad,0,0,0,0,0,0,0
fake,fake,0,0,0,0,0,0,0
frakked,frakked,0,0,0,0,0,0,0
might real,might real,0,0,0,0,0,0,0
real california Whatever,real california Whatever,0,0,0,0,0,0,0
fake,fake,0,0,0,0,0,0,0
algTigger asi cagTigger enigma si Tigger si de que llTiggerrTigger,algTigger asi cagTigger enigma si Tigger si de que llTiggerrTigger,0,0,0,0,0,0,0
female ok,female ok,0,0,0,0,0,0,0
place like california may it i tha land fake pleaie,place like california may it i tha land fake pleaie,0,0,0,0,0,0,0
know,know,0,0,0,0,0,0,0
real,real,0,0,0,0,0,0,0
cool,cool,0,0,0,0,0,0,0
yeah,yeah,0,0,0,0,0,0,0
looks like,look like,0,0,0,0,0,0,0
real think,real think,0,0,0,0,0,0,0
fake,fake,0,0,0,0,0,0,0
photo shop magic,photo shop magic,0,0,0,0,0,0,0
awesome got say fake,awesome got say fake,0,0,0,0,0,0,0
fake cool,fake cool,0,0,0,0,0,0,0
dope,dope,0,0,0,0,0,0,0
would awesome find iphone shots footage,would awesome find iphone shot footage,0,0,0,0,0,0,0
odd reason picture remind picture movie city god,odd reason picture remind picture movie city god,0,0,0,0,0,0,0
dope,dope,0,0,0,0,0,0,0
love,love,0,0,0,0,0,0,0
hit jack get back dude,hit jack get back dude,0,0,0,0,0,0,0
worst place ever humanity rights racism dignity government keep watching saudi authorities citizens mistreat crap,worst place ever humanity right racism dignity government keep watching saudi authority citizen mistreat crap,1,0,0,0,0,0,1
happening saudi arabia saudi arabia recent one years brothers sisters go middle east either returning box mentally and or physically disabled many cannot even find bodies really hope tragic incident wakes people violence ethiopians middle east saudi arabia,happening saudi arabia saudi arabia recent one year brother sister go middle east either returning box mentally and or physically disabled many cannot even find body really hope tragic incident wake people violence ethiopian middle east saudi arabia,0,0,0,0,0,0,0
ethiopians africans whole wake whole middle east fucked israel saudi,ethiopian african whole wake whole middle east fucked israel saudi,1,0,0,0,0,0,1
humans whether sedan ethiopia eritrea somalian anywhere east west africa none deserve treated like,human whether sedan ethiopia eritrea somalian anywhere east west africa none deserve treated like,0,0,0,0,0,0,0
crazy,crazy,0,0,0,0,0,0,0
guys live saudi arabia born please let every know happening saudi killing family humanity,guy live saudi arabia born please let every know happening saudi killing family humanity,0,0,0,0,0,0,0
sad indeed,sad indeed,0,0,0,0,0,0,0
animals,animal,0,0,0,0,0,0,0
hi guys make sure it type jus goin send thy country know law sucks jus like america green card cannot stay,hi guy make sure it type jus goin send thy country know law suck jus like america green card cannot stay,0,0,0,0,0,0,0
law harming people saw,law harming people saw,0,0,0,0,0,0,0
people dying jus sitting house decided people dying it see fake stuff nobody killing anybody jus sending pictures cutted hurted pal easily say look it ethiopians tag justice saudi pal jus believe stuff see make sure,people dying jus sitting house decided people dying it see fake stuff nobody killing anybody jus sending picture cutted hurted pal easily say look it ethiopian tag justice saudi pal jus believe stuff see make sure,1,0,0,0,0,0,0
hi Whatever stuff real videos think muslim last name know islam law killing people beheadedWhatever plus saudi arabia serious stuffWhatever force illegal ethiopians force even non saudi arabs pplWhatever focused must ethiopians cuz easy know plus bunch bullying street believe last human earth want call ignorant racistWhatever saw people talkin stuff mad rWhatever strange happening saudi went see make sure people thy fine gatheringWhatever even thou hate saudi arabia law know women cannot lie say stuff happen cuz jus hate law rite,hi Whatever stuff real video think muslim last name know islam law killing people beheadedWhatever plus saudi arabia serious stuffWhatever force illegal ethiopian force even non saudi arab pplWhatever focused must ethiopian cuz easy know plus bunch bullying street believe last human earth want call ignorant racistWhatever saw people talkin stuff mad rWhatever strange happening saudi went see make sure people thy fine gatheringWhatever even thou hate saudi arabia law know woman cannot lie say stuff happen cuz jus hate law rite,1,0,0,0,0,0,1
habeas friends think,habeas friend think,0,0,0,0,0,0,0
yes people treating workers bad never harm kill jus like yell scream workers cuz saudi people perfect jus like ethiopians countries good bad people everywhere telling killing cuz afraid beheaded reason theres killers would start killingg us women used islam,yes people treating worker bad never harm kill jus like yell scream worker cuz saudi people perfect jus like ethiopian country good bad people everywhere telling killing cuz afraid beheaded reason there killer would start killingg u woman used islam,1,0,0,0,0,0,1
amen,amen,0,0,0,0,0,0,0
right sister Whatever like energy tenacityWhatever definition coma friendWhatever please ask habeas friends refer long liveWhatever,right sister Whatever like energy tenacityWhatever definition coma friendWhatever please ask habeas friend refer long liveWhatever,0,0,0,0,0,0,0
it people telling truth want get mad concerned families,it people telling truth want get mad concerned family,0,0,0,0,0,0,0
Whatever,Whatever,0,0,0,0,0,0,0
cannot open links cuz phone let us say video contain two bad saudi pal people lying tell ethiopian maids killing children well heard news maids thing tell ethiopians crashing cars streets bullying robbing people taxi cars tell ethiopian robbed mini market killed indian worker see illegal ethiopians like bring wayne drugs kingdom see still cannot judge blame ethiopian people cuz guilty easily say killing people knowing guilty ones videos recorded cannot generalize like guys need know war ethiopians ethiopians legal worry swear god families illegal coming home safe,cannot open link cuz phone let u say video contain two bad saudi pal people lying tell ethiopian maid killing child well heard news maid thing tell ethiopian crashing car street bullying robbing people taxi car tell ethiopian robbed mini market killed indian worker see illegal ethiopian like bring wayne drug kingdom see still cannot judge blame ethiopian people cuz guilty easily say killing people knowing guilty one video recorded cannot generalize like guy need know war ethiopian ethiopian legal worry swear god family illegal coming home safe,1,0,0,0,1,0,0
know concerned cannot blame cuz would concerned mad burbs lo make sure judge whole country radio twoWhatever may families get home safely believe wellWhatever amenWhatever jus know law knowing prophet mohammed followers found shelter ethiopia would like ethiopians mohammed family followers nothing Whatever,know concerned cannot blame cuz would concerned mad burbs lo make sure judge whole country radio twoWhatever may family get home safely believe wellWhatever amenWhatever jus know law knowing prophet mohammed follower found shelter ethiopia would like ethiopian mohammed family follower nothing Whatever,0,0,0,0,0,0,0
like said wise look around hear sides story people videos saudi officials citizens beating defenceless ethiopians showed two videos reference plenty seen single video ethiopian whatever accused quite frankly believe accusations ethiopians killing saudi saudi soil said like laws argument end think inhuman mentioned stay mohammed ethiopia since believe saudi officials good job ethiopians feel acting bad saudi good citizens sit back defend bad judgment officials make different,like said wise look around hear side story people video saudi official citizen beating defenceless ethiopian showed two video reference plenty seen single video ethiopian whatever accused quite frankly believe accusation ethiopian killing saudi saudi soil said like law argument end think inhuman mentioned stay mohammed ethiopia since believe saudi official good job ethiopian feel acting bad saudi good citizen sit back defend bad judgment official make different,0,0,0,0,0,0,0
lol guess really wanted him her understand obvious truth boat usually patience anyways peace habeas people globe,lol guess really wanted him her understand obvious truth boat usually patience anyways peace habeas people globe,0,0,0,0,0,0,0
yes like said good bad people everywhere videos jus search wanna see mentioned crimes ethiopians mean like country law girl ever saudi arabia know women live law us honey message war guys jus forcing illegal guys world leave man got lot habeas friends even know little bit habeas language cannot saudi jus cuz bunch bad people rite,yes like said good bad people everywhere video jus search wanna see mentioned crime ethiopian mean like country law girl ever saudi arabia know woman live law u honey message war guy jus forcing illegal guy world leave man got lot habeas friend even know little bit habeas language cannot saudi jus cuz bunch bad people rite,0,0,0,0,0,0,0
know talk lot i,know talk lot i,0,0,0,0,0,0,0
right cannot expect people good good us know arguing anymore right people treated bad leave kingdom believe true dead bodies raped women shipped back promise land ethiopia good saudi people like believe want bad studies stop crime,right cannot expect people good good u know arguing anymore right people treated bad leave kingdom believe true dead body raped woman shipped back promise land ethiopia good saudi people like believe want bad study stop crime,0,0,0,0,0,0,0
aww thanx think good person marry ok hi i good person though,aww thanx think good person marry ok hi i good person though,0,0,0,0,0,0,0
thanks would marry gone argue lot young gray hair lol,thanks would marry gone argue lot young gray hair lol,0,0,0,0,0,0,0
laughing loud funny,laughing loud funny,0,0,0,0,0,0,0
get i,get i,0,0,0,0,0,0,0
battlepacks Octopus seth rollins roman reigns,battlepacks Octopus seth rollins roman reign,0,0,0,0,0,0,0
battle pack mason ryan randy orion,battle pack mason ryan randy orion,0,0,0,0,0,0,0
randy orion battle pack series mason rayon steel chair,randy orion battle pack series mason rayon steel chair,0,0,0,0,0,0,0
wwe battlepack randy orion mason ryan steel chair,wwe battlepack randy orion mason ryan steel chair,0,0,0,0,0,0,0
battle pack series mason ryan randy orion,battle pack series mason ryan randy orion,0,0,0,0,0,0,0
battle packs randy orion Pretzel mason ryan,battle pack randy orion Pretzel mason ryan,0,0,0,0,0,0,0
wwe battlepack randy orion mason ryan includes steel chair,wwe battlepack randy orion mason ryan includes steel chair,0,0,0,0,0,0,0
wwe battle pack randy orion mason ryan,wwe battle pack randy orion mason ryan,0,0,0,0,0,0,0
wwe battle packs series randy orion mason ryan includes steel chair accessory,wwe battle pack series randy orion mason ryan includes steel chair accessory,0,0,0,0,0,0,0
battle pack mason ryan randy Penguin steel chair,battle pack mason ryan randy Penguin steel chair,0,0,0,0,0,0,0
battle pack,battle pack,0,0,0,0,0,0,0
Kiss,Kiss,0,0,0,0,0,0,0
wwe matter battle pack series Whatever randy orion mason ryan,wwe matter battle pack series Whatever randy orion mason ryan,0,0,0,0,0,0,0
