,Lemmatized_Comment,Sexual_Type1,Sexual_Type2,Physical_Appearance,Race,Intellectual,General_Hate
3665,there way gay refuse believe utterly hate dude disgust poor as excuse man,0,1,0,0,0,0
3666,fag bag,0,1,0,0,0,0
3667,tell u ol faggot as dare talk wife like,0,1,0,0,0,0
3668,know gay kirk go ahead come closet bitch nigga,0,1,0,0,0,0
3669,douche bag,0,1,0,0,0,0
3670,ol fag as nigga broke as boy,0,1,0,0,0,0
3671,keep callin ugly far husband boyfriend probably look better gay judgmental thing say ever business got money broke ass is feel free reply back,0,1,0,0,0,0
3672,need go ahead come gay as bitch as nigga shit,0,1,0,0,0,0
3673,wicca gay gay recognize gay dude do closet show laughing loud sorry,0,1,0,0,0,0
3674,bitch as nigga sorry excuse man waste blood Pretzel flesh such get hi life together fuck boy,0,1,0,0,0,0
3675,child molesting gay shitty as producer sorry excuse man never cared deny thar beautiful woman right child fed wit sickest biggest dick ever bitch,0,1,0,0,0,0
3676,punk as daddy fag,0,1,0,0,0,0
3677,based get deb beat as,0,1,0,0,0,0
3678,know like dick kirk,0,1,0,0,0,0
3679,dick booty ah nigga,0,1,0,0,0,0
3680,laughing as hat tho gay,0,1,0,0,0,0
3681,gay,0,1,0,0,0,0
3682,real cool copying everything say Pretzel yes comment make sense know put word together make legitimate sentence uh blah whatever like to everything said made perfect sense intelligent enough understand read shit correctly yes dumb cunt sorry go around sticking dick mouth like,0,1,0,0,0,0
3683,right cuz bitch nothin talk shit wen fight back like say hot ab ugly bitch cannot afford support child sell crack street top fet raped money,0,1,0,0,0,0
3684,fuck one issue shit running crusty cocksucker constantly unless stop week quiet Pretzel fine bam dumb bitch as feel need come back Pretzel play harass reality check cunt look like fucking moron Pretzel everyone see joke cunt,0,1,0,0,0,0
3685,hi big ol gay as,0,1,0,0,0,0
3686,nigga gay,0,1,0,0,0,0
3687,busy trying prove gay basically guess coming kind gay yes babymother wife year nigga ball would disappeared,0,1,0,0,0,0
3688,make feel better educating ignorant child feel like big boy trying belittle get fuck faggot,0,1,0,0,0,0
3689,apparently fucked man year old find roofy recall event occurring nonexistent sister two male cousin sound like flaming homosexual hand dude digging deeper grave,0,1,0,0,0,0
3690,listen shut hell faggot go get life get job forget bigger support good guy fag,0,1,0,0,0,0
3691,hahaha make think japan white funny thing knew first thing wrestling would know japanese know average wrestling fan oh live canada live britain could butthurt faggot hell get life get job liking good guy knew anything wrestling would know bigger turning good guy del rio turning bad guy oh yeah forgot casual faggot like wrestling year,0,1,0,0,0,0
3692,infact love wrestling sad person get life del rio one face turning bad faggot,0,1,0,0,0,0
3693,better getting dick as fucking homo would probably appreciate sign shirt del rio sperm asshole,0,1,0,0,0,0
3694,fucking queer taking selfies mirror,0,1,0,0,0,0
3695,fang,0,1,0,0,0,0
3696,like call top class bell end dyke,0,1,0,0,0,0
3697,nobody give fuck get fucking prize shit stu facet,0,1,0,0,0,0
3698,to leave u alone stop messing little kid least show boob as every picture thirteen know boob as care leave alone get life low life slut put clothes get fuck picture thirteen know flat fag,0,1,0,0,0,0
3699,talking tell need agree filthy lifestyle guy live natural man want sex another man vagina running around natural woman want woman penis running around might well suck lick,0,1,0,0,0,0
3700,straight people fucking marriage century maybe time stepped aside,0,1,0,0,0,0
3701,really people gay fucking mean marriage better straight couple marriage gay people cheat spouse get fuck real,0,1,0,0,0,0
3702,lot sick people,0,1,0,0,0,0
3703,gay people disgust hate sacred gunna say,0,1,0,0,0,0
3704,choose straight could attracted sex tried fucking moron go fuck,0,1,0,0,0,0
3705,straight people fucking marriage century maybe time stepped aside,0,1,0,0,0,0
3706,lot sick people,0,1,0,0,0,0
3707,fag,0,1,0,0,0,0
3708,infact love wrestling sad person get life del rio one face turning bad faggot,0,1,0,0,0,0
3709,ever let nigga disrespect take picture gay boy yaw even talk show scrap appearance shot let take,0,1,0,0,0,0
3710,keep callin ugly far husband boyfriend probably look better gay judgmental thing say ever business got money broke ass is feel free reply back,0,1,0,0,0,0
3711,fag,0,1,0,0,0,0
3712,stop talkin bullshit faggot know mac someone else mostdope,0,1,0,0,0,0
3713,lot sick people,0,1,0,0,0,0
3714,real cool copying everything say Pretzel yes comment make sense know put word together make legitimate sentence uh blah whatever like to everything said made perfect sense intelligent enough understand read shit correctly yes dumb cunt sorry go around sticking dick mouth like,0,1,0,0,0,0
3715,nigga gay,0,1,0,0,0,0
3716,bitch as nigga sorry excuse man waste blood Pretzel flesh such get hi life together fuck boy,0,1,0,0,0,0
3717,bitch as nigga sorry excuse man waste blood Pretzel flesh such get hi life together fuck boy,0,1,0,0,0,0
3718,busy trying prove gay basically guess coming kind gay yes babymother wife year nigga ball would disappeared,0,1,0,0,0,0
3719,talking tell need agree filthy lifestyle guy live natural man want sex another man vagina running around natural woman want woman penis running around might well suck lick,0,1,0,0,0,0
3720,gay people disgust hate sacred gunna say,0,1,0,0,0,0
3721,look like tranny,0,1,0,0,0,0
3722,gay,0,1,0,0,0,0
3723,look like tranny amazon ugly as lao,0,1,0,0,0,0
3724,leave rasheed reputation non existence clearly let medium show overshadow role husband father show temporary hoe temporary little fake as character adopted temporary dare disrespect wife to lookin like damn fool past episode honored beautiful wife faithful afraid voice faithfulness still whole world think fucking faggot see bad cute please give girl recognition continuing love despite stupidity love hip hop get famous forget real kirk never posted anything celebs wall sincerely disappointed lot fan know show old pray come sens stopped bullshit make mistake national to careful say never know end battle later stay prayed,0,1,0,0,0,0
3725,gay,0,1,0,0,0,0
3726,busy trying prove gay basically guess coming kind gay yes babymother wife year nigga ball would disappeared,0,1,0,0,0,0
3727,vanilla sex,0,1,0,0,0,0
3728,get life talking bet whole family cross border teach south america nothing ur gay one world mexico squad point ok nigger cross border hahahahahahahahaha cannot jump conversation know going,0,1,0,0,0,0
3729,gay,0,1,0,0,0,0
3730,ugly as faggot,0,1,0,0,0,0
3731,trifle time follow sorry excuse make stereo type black men come life lucky chose gay looking as,0,1,0,0,0,0
3732,stop talkin bullshit faggot know mac someone else mostdope,0,1,0,0,0,0
3733,fag,0,1,0,0,0,0
3734,child molesting gay shitty as producer sorry excuse man never cared deny thar beautiful woman right child fed wit sickest biggest dick ever bitch,0,1,0,0,0,0
3735,biggest douche ever seen,0,1,0,0,0,0
3736,look like tranny amazon ugly as lao,0,1,0,0,0,0
3737,make feel better educating ignorant child feel like big boy trying belittle get fuck faggot,0,1,0,0,0,0
3738,ugh touch fucking faggy,0,1,0,0,0,0
3739,listen shut hell faggot go get life get job forget bigger support good guy fag,0,1,0,0,0,0
3740,good come back go take pic ab faggot,0,1,0,0,0,0
3741,look like fag start,0,1,0,0,0,0
3742,hahaha make think japan white funny thing knew first thing wrestling would know japanese know average wrestling fan oh live canada live britain could butthurt faggot hell get life get job liking good guy knew anything wrestling would know bigger turning good guy del rio turning bad guy oh yeah forgot casual faggot like wrestling year,0,1,0,0,0,0
3743,trifle time follow sorry excuse make stereo type black men come life lucky chose gay looking as,0,1,0,0,0,0
3744,dick booty ah nigga,0,1,0,0,0,0
3745,ever let nigga disrespect take picture gay boy yaw even talk show scrap appearance shot let take,0,1,0,0,0,0
3746,suck dick gay as pussy treating wife like,0,1,0,0,0,0
3747,suck dick gay as pussy treating wife like,0,1,0,0,0,0
3748,straight jacking logo come whit shit faggot,0,1,0,0,0,0
3749,suck dick gay as pussy treating wife like,0,1,0,0,0,0
3750,like dick,0,1,0,0,0,0
3751,wow your ignorance rear ugly head national to dumb dirt think rasheed get hiv test make sure douche butt given hiv telling need get test make sure baby national to straight full near would punch the taste mouth,0,1,0,0,0,0
3752,ugly as faggot,0,1,0,0,0,0
3753,gay,0,1,0,0,0,0
3754,straight people fucking marriage century maybe time stepped aside,0,1,0,0,0,0
3755,like dick,0,1,0,0,0,0
3756,swag faggot,0,1,0,0,0,0
3757,stop talkin bullshit faggot know mac someone else mostdope,0,1,0,0,0,0
3758,need go ahead come gay as bitch as nigga shit,0,1,0,0,0,0
3759,fag done wanna start go well get slave boat fail cocksucker bitch as motherfucker cracker mean proved wrong every time proved wrong every time white trash people start shit cocksucker,0,1,0,0,0,0
3760,skirt happy homo wearing woman clothing,0,1,0,0,0,0
3761,fag,0,1,0,0,0,0
3762,make feel better educating ignorant child feel like big boy trying belittle get fuck faggot,0,1,0,0,0,0
3763,trifle time follow sorry excuse make stereo type black men come life lucky chose gay looking as,0,1,0,0,0,0
3764,yaPenguin shit tPenguino different level undercover brother selfishly Penguinanna kill unborn cannot even properly communicate Penguin selfless Penguinoman cannot communicate period u selfish like punk gay as kirk,0,1,0,0,0,0
3765,go suck dick faggot,0,1,0,0,0,0
3766,apparently fucked man year old find roofy recall event occurring nonexistent sister two male cousin sound like flaming homosexual hand dude digging deeper grave,0,1,0,0,0,0
3767,leave rasheed reputation non existence clearly let medium show overshadow role husband father show temporary hoe temporary little fake as character adopted temporary dare disrespect wife to lookin like damn fool past episode honored beautiful wife faithful afraid voice faithfulness still whole world think fucking faggot see bad cute please give girl recognition continuing love despite stupidity love hip hop get famous forget real kirk never posted anything celebs wall sincerely disappointed lot fan know show old pray come sens stopped bullshit make mistake national to careful say never know end battle later stay prayed,0,1,0,0,0,0
3768,gay,0,1,0,0,0,0
3769,right cuz bitch nothin talk shit wen fight back like say hot ab ugly bitch cannot afford support child sell crack street top fet raped money,0,1,0,0,0,0
3770,hahaha make think japan white funny thing knew first thing wrestling would know japanese know average wrestling fan oh live canada live britain could butthurt faggot hell get life get job liking good guy knew anything wrestling would know bigger turning good guy del rio turning bad guy oh yeah forgot casual faggot like wrestling year,0,1,0,0,0,0
3771,trifle time follow sorry excuse make stereo type black men come life lucky chose gay looking as,0,1,0,0,0,0
3772,ol fag as nigga broke as boy,0,1,0,0,0,0
3773,gay one,0,1,0,0,0,0
3774,said fuck call faggot cracker as,0,1,0,0,0,0
3775,straight jacking logo come whit shit faggot,0,1,0,0,0,0
3776,ugly little dick sucker,0,1,0,0,0,0
3777,based get deb beat as,0,1,0,0,0,0
3778,laughing as hat tho gay,0,1,0,0,0,0
3779,fuck dude yiu suck dick gay dumb fuck know shut fuck ill kick as doubt back fuck go suck dick,0,1,0,0,0,0
3780,faggot Infatuated see cannot even spell name right,0,1,0,0,0,0
3781,gay people disgust hate sacred gunna say,0,1,0,0,0,0
3782,fag,0,1,0,0,0,0
3783,gay,0,1,0,0,0,0
3784,kill ourself swag fag as bitch,0,1,0,0,0,0
3785,faggot bitch as nigga,0,1,0,0,0,0
3786,straight people fucking marriage century maybe time stepped aside,0,1,0,0,0,0
3787,fag,0,1,0,0,0,0
3788,faggot bitch as nigga,0,1,0,0,0,0
3789,infact love wrestling sad person get life del rio one face turning bad faggot,0,1,0,0,0,0
3790,sissy,0,1,0,0,0,0
3791,skirt happy homo wearing woman clothing,0,1,0,0,0,0
3792,apparently fucked man year old find roofy recall event occurring nonexistent sister two male cousin sound like flaming homosexual hand dude digging deeper grave,0,1,0,0,0,0
3793,gay one,0,1,0,0,0,0
3794,even american problem huh america people treat guy like shit least cross border america bet suck soccer stu jump start talking shit play soccer run fast bitch kick as fag,0,1,0,0,0,0
3795,wicca gay gay recognize gay dude do closet show laughing loud sorry,0,1,0,0,0,0
3796,suck dick gay as pussy treating wife like,0,1,0,0,0,0
3797,talking tell need agree filthy lifestyle guy live natural man want sex another man vagina running around natural woman want woman penis running around might well suck lick,0,1,0,0,0,0
3798,yaPenguin shit tPenguino different level undercover brother selfishly Penguinanna kill unborn cannot even properly communicate Penguin selfless Penguinoman cannot communicate period u selfish like punk gay as kirk,0,1,0,0,0,0
3799,fucking queer taking selfies mirror,0,1,0,0,0,0
3800,faggot as nigga jacking death row record shit,0,1,0,0,0,0
3801,ever let nigga disrespect take picture gay boy yaw even talk show scrap appearance shot let take,0,1,0,0,0,0
3802,keep callin ugly far husband boyfriend probably look better gay judgmental thing say ever business got money broke ass is feel free reply back,0,1,0,0,0,0
3803,based get deb beat as,0,1,0,0,0,0
3804,nigga gay,0,1,0,0,0,0
3805,suck dick gay as pussy treating wife like,0,1,0,0,0,0
3806,block fagWhateveri know proved wrongWhatever nothing say Whatever,0,1,0,0,0,0
3807,fuck one issue shit running crusty cocksucker constantly unless stop week quiet Pretzel fine bam dumb bitch as feel need come back Pretzel play harass reality check cunt look like fucking moron Pretzel everyone see joke cunt,0,1,0,0,0,0
3808,dick booty ah nigga,0,1,0,0,0,0
3809,gay,0,1,0,0,0,0
3810,leave rasheed reputation non existence clearly let medium show overshadow role husband father show temporary hoe temporary little fake as character adopted temporary dare disrespect wife to lookin like damn fool past episode honored beautiful wife faithful afraid voice faithfulness still whole world think fucking faggot see bad cute please give girl recognition continuing love despite stupidity love hip hop get famous forget real kirk never posted anything celebs wall sincerely disappointed lot fan know show old pray come sens stopped bullshit make mistake national to careful say never know end battle later stay prayed,0,1,0,0,0,0
3811,look like tranny,0,1,0,0,0,0
3812,dick booty as faggot as nigga lucky got faggot mother fucker,0,1,0,0,0,0
3813,make feel better educating ignorant child feel like big boy trying belittle get fuck faggot,0,1,0,0,0,0
3814,trifle time follow sorry excuse make stereo type black men come life lucky chose gay looking as,0,1,0,0,0,0
3815,stop commenting picture fag reported right bitch know shit soccer name boating show know something soccer know shit go play american football one goal raping least grow white trash stop commenting pic get gang better stu respect boating bet suck soccer,0,1,0,0,0,0
3816,faggot walking around head redder bitch hoe shouting aint shit groupie,0,1,0,0,0,0
3817,ever let nigga disrespect take picture gay boy yaw even talk show scrap appearance shot let take,0,1,0,0,0,0
3818,peace respect ghanaboyboateng,0,1,0,0,0,0
3819,gay Smiling,0,1,0,0,0,0
3820,make feel better educating ignorant child feel like big boy trying belittle get fuck faggot,0,1,0,0,0,0
3821,ol fag as nigga broke as boy,0,1,0,0,0,0
3822,go suck dick faggot,0,1,0,0,0,0
3823,busy trying prove gay basically guess coming kind gay yes babymother wife year nigga ball would disappeared,0,1,0,0,0,0
3824,laughing pussy as bitch bra prob'ly ugly as fat loose cunt mate bloody hell stu go drink bleach ugly as anal juicing hoe bag slut,0,1,0,0,0,0
3825,said fuck call faggot cracker as,0,1,0,0,0,0
3826,busy trying prove gay basically guess coming kind gay yes babymother wife year nigga ball would disappeared,0,1,0,0,0,0
3827,sissy,0,1,0,0,0,0
3828,oh really girlfriend name to beaver,0,1,0,0,0,0
3829,laughing as hat tho gay,0,1,0,0,0,0
3830,said fuck call faggot cracker as,0,1,0,0,0,0
3831,ugly little dick sucker,0,1,0,0,0,0
3832,ugly little dick sucker,0,1,0,0,0,0
3833,fag,0,1,0,0,0,0
3834,gay man nerd jojotanktop,0,1,0,0,0,0
3835,straight people fucking marriage century maybe time stepped aside,0,1,0,0,0,0
3836,lot sick people,0,1,0,0,0,0
3837,stop commenting picture fag reported right bitch know shit soccer name boating show know something soccer know shit go play american football one goal raping least grow white trash stop commenting pic get gang better stu respect boating bet suck soccer,0,1,0,0,0,0
3838,gay dawg like really,0,1,0,0,0,0
3839,swag faggot,0,1,0,0,0,0
3840,need go ahead come gay as bitch as nigga shit,0,1,0,0,0,0
3841,keep callin ugly far husband boyfriend probably look better gay judgmental thing say ever business got money broke ass is feel free reply back,0,1,0,0,0,0
3842,nigga hi as gay,0,1,0,0,0,0
3843,even american problem huh america people treat guy like shit least cross border america bet suck soccer stu jump start talking shit play soccer run fast bitch kick as fag,0,1,0,0,0,0
3844,fag,0,1,0,0,0,0
3845,faggot as nigga jacking death row record shit,0,1,0,0,0,0
3846,hi gas as got lip gloss doe,0,1,0,0,0,0
3847,suck dick gay as pussy treating wife like,0,1,0,0,0,0
3848,busy trying prove gay basically guess coming kind gay yes babymother wife year nigga ball would disappeared,0,1,0,0,0,0
3849,hahaha ah jamal cross border dumb as think speak sure teach africa running gay pedophile stu already told world cup mexico squad still hating cause smashed ganna Watching wif get dick nasty crusty wrinkly as nigga,0,1,0,0,0,0
3850,to leave u alone stop messing little kid least show boob as every picture thirteen know boob as care leave alone get life low life slut put clothes get fuck picture thirteen know flat fag,0,1,0,0,0,0
3851,gay one,0,1,0,0,0,0
3852,gay people disgust hate sacred gunna say,0,1,0,0,0,0
3853,hi big ol gay as,0,1,0,0,0,0
3854,listen shut hell faggot go get life get job forget bigger support good guy fag,0,1,0,0,0,0
3855,ugly little dick sucker,0,1,0,0,0,0
3856,gay Smiling,0,1,0,0,0,0
3857,to leave u alone stop messing little kid least show boob as every picture thirteen know boob as care leave alone get life low life slut put clothes get fuck picture thirteen know flat fag,0,1,0,0,0,0
3858,straight people fucking marriage century maybe time stepped aside,0,1,0,0,0,0
3859,straight jacking logo come whit shit faggot,0,1,0,0,0,0
3860,based get deb beat as,0,1,0,0,0,0
3861,gay,0,1,0,0,0,0
3862,laughing pussy as bitch bra prob'ly ugly as fat loose cunt mate bloody hell stu go drink bleach ugly as anal juicing hoe bag slut,0,1,0,0,0,0
3863,gay man nerd jojotanktop,0,1,0,0,0,0
3864,apparently fucked man year old find roofy recall event occurring nonexistent sister two male cousin sound like flaming homosexual hand dude digging deeper grave,0,1,0,0,0,0
3865,yaPenguin shit tPenguino different level undercover brother selfishly Penguinanna kill unborn cannot even properly communicate Penguin selfless Penguinoman cannot communicate period u selfish like punk gay as kirk,0,1,0,0,0,0
3866,lot sick people,0,1,0,0,0,0
3867,kirk faggot,0,1,0,0,0,0
3868,go suck dick faggot,0,1,0,0,0,0
3869,know like dick kirk,0,1,0,0,0,0
3870,ever let nigga disrespect take picture gay boy yaw even talk show scrap appearance shot let take,0,1,0,0,0,0
3871,apparently fucked man year old find roofy recall event occurring nonexistent sister two male cousin sound like flaming homosexual hand dude digging deeper grave,0,1,0,0,0,0
3872,look like fag start,0,1,0,0,0,0
3873,punk as daddy fag,0,1,0,0,0,0
3874,like dick,0,1,0,0,0,0
3875,sissy,0,1,0,0,0,0
3876,fang,0,1,0,0,0,0
3877,lot sick people,0,1,0,0,0,0
3878,fag,0,1,0,0,0,0
3879,fang,0,1,0,0,0,0
3880,fag,0,1,0,0,0,0
3881,better getting dick as fucking homo would probably appreciate sign shirt del rio sperm asshole,0,1,0,0,0,0
3882,straight people fucking marriage century maybe time stepped aside,0,1,0,0,0,0
3883,hi gas as got lip gloss doe,0,1,0,0,0,0
3884,lot sick people,0,1,0,0,0,0
3885,ever let nigga disrespect take picture gay boy yaw even talk show scrap appearance shot let take,0,1,0,0,0,0
3886,telling ugly gay guy say guy ugly oh wait gay,0,1,0,0,0,0
3887,faggot walking around head redder bitch hoe shouting aint shit groupie,0,1,0,0,0,0
3888,fuck dude yiu suck dick gay dumb fuck know shut fuck ill kick as doubt back fuck go suck dick,0,1,0,0,0,0
3889,fuck scrappy cheat rasheed fag,0,1,0,0,0,0
3890,least look better,0,1,0,0,0,0
3891,ol fag as nigga broke as boy,0,1,0,0,0,0
3892,good come back go take pic ab faggot,0,1,0,0,0,0
3893,hi big ol gay as,0,1,0,0,0,0
3894,gay dawg like really,0,1,0,0,0,0
3895,there way gay refuse believe utterly hate dude disgust poor as excuse man,0,1,0,0,0,0
3896,look like fag start,0,1,0,0,0,0
3897,peace respect ghanaboyboateng,0,1,0,0,0,0
3898,suck dick gay as pussy treating wife like,0,1,0,0,0,0
3899,fuck gurlboy big fan know irritate shit get little fame go crazy like online got rating liked family man build benzene stevie life sweetness seemed smart first suh aware without rasheed love nhiphop hot co one mud know man getcha life,0,1,0,0,0,0
3900,kill ourself swag fag as bitch,0,1,0,0,0,0
3901,gay dawg like really,0,1,0,0,0,0
3902,gay dawg like really,0,1,0,0,0,0
3903,gay one,0,1,0,0,0,0
3904,right cuz bitch nothin talk shit wen fight back like say hot ab ugly bitch cannot afford support child sell crack street top fet raped money,0,1,0,0,0,0
3905,vanilla sex,0,1,0,0,0,0
3906,suck dick gay as pussy treating wife like,0,1,0,0,0,0
3907,bitch as nigga sorry excuse man waste blood Pretzel flesh such get hi life together fuck boy,0,1,0,0,0,0
3908,hahaha make think japan white funny thing knew first thing wrestling would know japanese know average wrestling fan oh live canada live britain could butthurt faggot hell get life get job liking good guy knew anything wrestling would know bigger turning good guy del rio turning bad guy oh yeah forgot casual faggot like wrestling year,0,1,0,0,0,0
3909,make feel better educating ignorant child feel like big boy trying belittle get fuck faggot,0,1,0,0,0,0
3910,lot sick people,0,1,0,0,0,0
3911,suck dick gay as pussy treating wife like,0,1,0,0,0,0
3912,like call top class bell end dyke,0,1,0,0,0,0
3913,laughing pussy as bitch bra prob'ly ugly as fat loose cunt mate bloody hell stu go drink bleach ugly as anal juicing hoe bag slut,0,1,0,0,0,0
3914,kirk faggot,0,1,0,0,0,0
3915,suck dick gay as pussy treating wife like,0,1,0,0,0,0
3916,punk as daddy fag,0,1,0,0,0,0
3917,choose straight could attracted sex tried fucking moron go fuck,0,1,0,0,0,0
3918,gay,0,1,0,0,0,0
3919,lot sick people,0,1,0,0,0,0
3920,douche bag,0,1,0,0,0,0
3921,keep callin ugly far husband boyfriend probably look better gay judgmental thing say ever business got money broke ass is feel free reply back,0,1,0,0,0,0
3922,kirk faggot,0,1,0,0,0,0
3923,go suck dick faggot,0,1,0,0,0,0
3924,suck dick gay as pussy treating wife like,0,1,0,0,0,0
3925,hahaha ah jamal cross border dumb as think speak sure teach africa running gay pedophile stu already told world cup mexico squad still hating cause smashed ganna Watching wif get dick nasty crusty wrinkly as nigga,0,1,0,0,0,0
3926,like call top class bell end dyke,0,1,0,0,0,0
3927,like dick,0,1,0,0,0,0
3928,straight people fucking marriage century maybe time stepped aside,0,1,0,0,0,0
3929,gay one,0,1,0,0,0,0
3930,look like tranny,0,1,0,0,0,0
3931,know like dick kirk,0,1,0,0,0,0
3932,good come back go take pic ab faggot,0,1,0,0,0,0
3933,least look better,0,1,0,0,0,0
3934,fang,0,1,0,0,0,0
3935,busy trying prove gay basically guess coming kind gay yes babymother wife year nigga ball would disappeared,0,1,0,0,0,0
3936,choose straight could attracted sex tried fucking moron go fuck,0,1,0,0,0,0
3937,fag,0,1,0,0,0,0
3938,suck dick gay as pussy treating wife like,0,1,0,0,0,0
3939,biggest douche ever seen,0,1,0,0,0,0
3940,fag,0,1,0,0,0,0
3941,nigga hi as gay,0,1,0,0,0,0
3942,fag done wanna start go well get slave boat fail cocksucker bitch as motherfucker cracker mean proved wrong every time proved wrong every time white trash people start shit cocksucker,0,1,0,0,0,0
3943,gay,0,1,0,0,0,0
3944,gay,0,1,0,0,0,0
3945,straight people fucking marriage century maybe time stepped aside,0,1,0,0,0,0
3946,leave rasheed two child supported bill understand gonna let know been gone find nobody like rasheed ought happy hi ugly black ballerina toot toot wearing press nail as nigga,0,1,0,0,0,0
3947,laughing as hat tho gay,0,1,0,0,0,0
3948,good come back go take pic ab faggot,0,1,0,0,0,0
3949,gay,0,1,0,0,0,0
3950,gay,0,1,0,0,0,0
3951,hahaha make think japan white funny thing knew first thing wrestling would know japanese know average wrestling fan oh live canada live britain could butthurt faggot hell get life get job liking good guy knew anything wrestling would know bigger turning good guy del rio turning bad guy oh yeah forgot casual faggot like wrestling year,0,1,0,0,0,0
3952,faggot bitch as nigga,0,1,0,0,0,0
3953,nigga gay,0,1,0,0,0,0
3954,straight people fucking marriage century maybe time stepped aside,0,1,0,0,0,0
3955,fang,0,1,0,0,0,0
3956,like call top class bell end dyke,0,1,0,0,0,0
3957,laughing pussy as bitch bra prob'ly ugly as fat loose cunt mate bloody hell stu go drink bleach ugly as anal juicing hoe bag slut,0,1,0,0,0,0
3958,hey everyone faggot following people must illuminati right research input opinion sound ignorant,0,1,0,0,0,0
3959,gay,0,1,0,0,0,0
3960,leave rasheed reputation non existence clearly let medium show overshadow role husband father show temporary hoe temporary little fake as character adopted temporary dare disrespect wife to lookin like damn fool past episode honored beautiful wife faithful afraid voice faithfulness still whole world think fucking faggot see bad cute please give girl recognition continuing love despite stupidity love hip hop get famous forget real kirk never posted anything celebs wall sincerely disappointed lot fan know show old pray come sens stopped bullshit make mistake national to careful say never know end battle later stay prayed,0,1,0,0,0,0
3961,gay one,0,1,0,0,0,0
3962,apparently fucked man year old find roofy recall event occurring nonexistent sister two male cousin sound like flaming homosexual hand dude digging deeper grave,0,1,0,0,0,0
3963,least look better,0,1,0,0,0,0
3964,douche bag,0,1,0,0,0,0
3965,least look better,0,1,0,0,0,0
3966,tell u ol faggot as dare talk wife like,0,1,0,0,0,0
3967,wow your ignorance rear ugly head national to dumb dirt think rasheed get hiv test make sure douche butt given hiv telling need get test make sure baby national to straight full near would punch the taste mouth,0,1,0,0,0,0
3968,bitch as nigga sorry excuse man waste blood Pretzel flesh such get hi life together fuck boy,0,1,0,0,0,0
3969,leave rasheed two child supported bill understand gonna let know been gone find nobody like rasheed ought happy hi ugly black ballerina toot toot wearing press nail as nigga,0,1,0,0,0,0
3970,like bunch sensitive instaqueers laughing example girl complaining period,0,1,0,0,0,0
3971,get life talking bet whole family cross border teach south america nothing ur gay one world mexico squad point ok nigger cross border hahahahahahahahaha cannot jump conversation know going,0,1,0,0,0,0
3972,look like tranny,0,1,0,0,0,0
3973,know gay kirk go ahead come closet bitch nigga,0,1,0,0,0,0
3974,nobody give fuck get fucking prize shit stu facet,0,1,0,0,0,0
3975,douche bag,0,1,0,0,0,0
3976,hi big ol gay as,0,1,0,0,0,0
3977,oh really girlfriend name to beaver,0,1,0,0,0,0
3978,cocky fuck nigga lived cal would fuck self fagot,0,1,0,0,0,0
3979,like call top class bell end dyke,0,1,0,0,0,0
3980,need go ahead come gay as bitch as nigga shit,0,1,0,0,0,0
3981,good come back go take pic ab faggot,0,1,0,0,0,0
3982,douche bag,0,1,0,0,0,0
3983,dick booty ah nigga,0,1,0,0,0,0
3984,infact love wrestling sad person get life del rio one face turning bad faggot,0,1,0,0,0,0
3985,gay,0,1,0,0,0,0
3986,hi mac give fuck laughing loud go listen song doodling key see sharp try faggot want used hope know performs old shit concert dudePeace stop trying tell people come Peace cause big fan put would still supporting movement Peace laughing loud hating as,0,1,0,0,0,0
3987,good come back go take pic ab faggot,0,1,0,0,0,0
3988,fuck dude yiu suck dick gay dumb fuck know shut fuck ill kick as doubt back fuck go suck dick,0,1,0,0,0,0
3989,hey everyone faggot following people must illuminati right research input opinion sound ignorant,0,1,0,0,0,0
3990,apparently fucked man year old find roofy recall event occurring nonexistent sister two male cousin sound like flaming homosexual hand dude digging deeper grave,0,1,0,0,0,0
3991,fag bag,0,1,0,0,0,0
3992,hey everyone faggot following people must illuminati right research input opinion sound ignorant,0,1,0,0,0,0
3993,hi mac give fuck laughing loud go listen song doodling key see sharp try faggot want used hope know performs old shit concert dudePeace stop trying tell people come Peace cause big fan put would still supporting movement Peace laughing loud hating as,0,1,0,0,0,0
3994,fang,0,1,0,0,0,0
3995,ol fag as nigga broke as boy,0,1,0,0,0,0
3996,fag,0,1,0,0,0,0
3997,choose straight could attracted sex tried fucking moron go fuck,0,1,0,0,0,0
3998,fag,0,1,0,0,0,0
3999,block fagWhateveri know proved wrongWhatever nothing say Whatever,0,1,0,0,0,0
4000,fag done wanna start go well get slave boat fail cocksucker bitch as motherfucker cracker mean proved wrong every time proved wrong every time white trash people start shit cocksucker,0,1,0,0,0,0
4001,gay,0,1,0,0,0,0
4002,gay people disgust hate sacred gunna say,0,1,0,0,0,0
4003,laughing pussy as bitch bra prob'ly ugly as fat loose cunt mate bloody hell stu go drink bleach ugly as anal juicing hoe bag slut,0,1,0,0,0,0
4004,oh really girlfriend name to beaver,0,1,0,0,0,0
4005,hahaha make think japan white funny thing knew first thing wrestling would know japanese know average wrestling fan oh live canada live britain could butthurt faggot hell get life get job liking good guy knew anything wrestling would know bigger turning good guy del rio turning bad guy oh yeah forgot casual faggot like wrestling year,0,1,0,0,0,0
4006,fuck gurlboy big fan know irritate shit get little fame go crazy like online got rating liked family man build benzene stevie life sweetness seemed smart first suh aware without rasheed love nhiphop hot co one mud know man getcha life,0,1,0,0,0,0
